Sample	Chromosome	Start	End	Num_Probes	Segment_Mean
TCGA-EB-A41B-01A-11D-A24Q-01	1	4735056	4735908	2	-1.2594
TCGA-EB-A41B-01A-11D-A24Q-01	1	4736456	5707499	704	0.0693
TCGA-EB-A41B-01A-11D-A24Q-01	1	5707515	5708019	3	-1.1624
TCGA-EB-A41B-01A-11D-A24Q-01	1	5710443	120527361	66051	0.0954
TCGA-EB-A41B-01A-11D-A24Q-01	1	149881398	152833871	1261	0.5378
TCGA-EB-A41B-01A-11D-A24Q-01	1	152836297	152869139	25	0.892
TCGA-EB-A41B-01A-11D-A24Q-01	1	152872294	152872553	2	-1.3184
TCGA-EB-A41B-01A-11D-A24Q-01	1	152874445	155995015	1519	0.8433
TCGA-EB-A41B-01A-11D-A24Q-01	1	155999571	163671570	4912	0.5574
TCGA-EB-A41B-01A-11D-A24Q-01	1	163672479	164021052	170	0.129
TCGA-EB-A41B-01A-11D-A24Q-01	1	164021484	164169700	113	0.5443
TCGA-EB-A41B-01A-11D-A24Q-01	1	164171788	164446085	206	0.1048
TCGA-EB-A41B-01A-11D-A24Q-01	1	164446189	164457103	14	-0.6993
TCGA-EB-A41B-01A-11D-A24Q-01	1	164459844	164636953	124	0.0823
TCGA-EB-A41B-01A-11D-A24Q-01	1	164641101	164751073	103	0.5603
TCGA-EB-A41B-01A-11D-A24Q-01	1	164755528	176062429	7514	0.1003
TCGA-EB-A41B-01A-11D-A24Q-01	1	176064186	186551632	6705	-0.6545
TCGA-EB-A41B-01A-11D-A24Q-01	1	186554457	201430436	8776	0.0867
TCGA-EB-A41B-01A-11D-A24Q-01	1	201431075	201431225	2	-2.7951
TCGA-EB-A41B-01A-11D-A24Q-01	1	201439116	201644752	166	0.5241
TCGA-EB-A41B-01A-11D-A24Q-01	1	201650303	201797481	94	0.8608
TCGA-EB-A41B-01A-11D-A24Q-01	1	201797696	202652939	462	0.5533
TCGA-EB-A41B-01A-11D-A24Q-01	1	202654777	217507839	9955	0.1047
TCGA-EB-A41B-01A-11D-A24Q-01	1	217510208	217630907	92	-0.7333
TCGA-EB-A41B-01A-11D-A24Q-01	1	217637819	218149466	275	0.0892
TCGA-EB-A41B-01A-11D-A24Q-01	1	218149483	218149498	2	-1.381
TCGA-EB-A41B-01A-11D-A24Q-01	1	218152351	219591515	983	0.0956
TCGA-EB-A41B-01A-11D-A24Q-01	1	219591948	238904832	12522	-0.6659
TCGA-EB-A41B-01A-11D-A24Q-01	1	238908475	239651469	485	0.0984
TCGA-EB-A41B-01A-11D-A24Q-01	1	239652772	240286855	509	-0.7152
TCGA-EB-A41B-01A-11D-A24Q-01	1	240287020	240818648	449	0.1102
TCGA-EB-A41B-01A-11D-A24Q-01	1	240820759	240821073	2	-2.7625
TCGA-EB-A41B-01A-11D-A24Q-01	1	240825300	242673570	1310	0.1104
TCGA-EB-A41B-01A-11D-A24Q-01	1	242674382	247276930	2155	0.5592
TCGA-EB-A41B-01A-11D-A24Q-01	1	247284539	247339379	6	-0.3048
TCGA-EB-A41B-01A-11D-A24Q-01	1	247339768	247813706	301	0.5319
TCGA-EB-A41B-01A-11D-A24Q-01	2	484222	12275354	7328	0.5844
TCGA-EB-A41B-01A-11D-A24Q-01	2	12278512	12499747	253	1.1487
TCGA-EB-A41B-01A-11D-A24Q-01	2	12504192	12625997	98	0.6054
TCGA-EB-A41B-01A-11D-A24Q-01	2	12627839	12787913	103	1.2214
TCGA-EB-A41B-01A-11D-A24Q-01	2	12803545	33660294	12112	0.5919
TCGA-EB-A41B-01A-11D-A24Q-01	2	33660964	34075863	319	0.8838
TCGA-EB-A41B-01A-11D-A24Q-01	2	34079559	89130753	30043	0.592
TCGA-EB-A41B-01A-11D-A24Q-01	2	95341700	144909790	24988	0.0764
TCGA-EB-A41B-01A-11D-A24Q-01	2	144912019	146347459	771	0.4345
TCGA-EB-A41B-01A-11D-A24Q-01	2	146348037	242476062	55157	0.0846
TCGA-EB-A41B-01A-11D-A24Q-01	3	2212571	3911710	1097	0.0916
TCGA-EB-A41B-01A-11D-A24Q-01	3	4329655	5054180	564	-0.661
TCGA-EB-A41B-01A-11D-A24Q-01	3	5159041	42401033	22294	0.1426
TCGA-EB-A41B-01A-11D-A24Q-01	3	42402800	42982266	319	0.6163
TCGA-EB-A41B-01A-11D-A24Q-01	3	42984634	65711119	12803	0.1371
TCGA-EB-A41B-01A-11D-A24Q-01	3	65712133	65712333	2	-0.9502
TCGA-EB-A41B-01A-11D-A24Q-01	3	65712787	69577881	2525	0.1426
TCGA-EB-A41B-01A-11D-A24Q-01	3	69584400	70182721	488	0.6612
TCGA-EB-A41B-01A-11D-A24Q-01	3	70183550	77655818	4487	0.1532
TCGA-EB-A41B-01A-11D-A24Q-01	3	77656451	77841426	107	0.5094
TCGA-EB-A41B-01A-11D-A24Q-01	3	77841872	197538677	61579	0.1384
TCGA-EB-A41B-01A-11D-A24Q-01	4	1053934	53721865	28666	0.0924
TCGA-EB-A41B-01A-11D-A24Q-01	4	53725023	54258095	305	-0.4124
TCGA-EB-A41B-01A-11D-A24Q-01	4	54261605	54419980	107	0.0681
TCGA-EB-A41B-01A-11D-A24Q-01	4	54421344	167535980	62700	-0.4644
TCGA-EB-A41B-01A-11D-A24Q-01	4	167541631	167593326	22	-1.8124
TCGA-EB-A41B-01A-11D-A24Q-01	4	167594280	188763651	10788	-0.4741
TCGA-EB-A41B-01A-11D-A24Q-01	5	914233	114756455	60967	0.1234
TCGA-EB-A41B-01A-11D-A24Q-01	5	114756637	114756862	5	-1.057
TCGA-EB-A41B-01A-11D-A24Q-01	5	114759078	180360469	39408	0.103
TCGA-EB-A41B-01A-11D-A24Q-01	6	1014281	16209967	10754	0.0795
TCGA-EB-A41B-01A-11D-A24Q-01	6	16219531	16254869	12	0.927
TCGA-EB-A41B-01A-11D-A24Q-01	6	16258019	24946671	6062	0.1041
TCGA-EB-A41B-01A-11D-A24Q-01	6	24947772	24947805	2	1.9408
TCGA-EB-A41B-01A-11D-A24Q-01	6	24951199	47695518	11330	0.0756
TCGA-EB-A41B-01A-11D-A24Q-01	6	47695805	47701556	15	0.8336
TCGA-EB-A41B-01A-11D-A24Q-01	6	47701625	52784095	2959	-0.6937
TCGA-EB-A41B-01A-11D-A24Q-01	6	52787445	105510288	26382	0.0888
TCGA-EB-A41B-01A-11D-A24Q-01	6	105510936	105520630	8	-0.6838
TCGA-EB-A41B-01A-11D-A24Q-01	6	105524337	170903919	38850	0.1028
TCGA-EB-A41B-01A-11D-A24Q-01	7	705284	7729441	2743	0.075
TCGA-EB-A41B-01A-11D-A24Q-01	7	7734104	7740984	8	-0.763
TCGA-EB-A41B-01A-11D-A24Q-01	7	7744881	13959135	3390	0.0811
TCGA-EB-A41B-01A-11D-A24Q-01	7	13959153	13962534	17	-0.3861
TCGA-EB-A41B-01A-11D-A24Q-01	7	13962620	55494008	26621	0.092
TCGA-EB-A41B-01A-11D-A24Q-01	7	55497494	55510101	19	-0.7203
TCGA-EB-A41B-01A-11D-A24Q-01	7	55513602	55516418	8	0.0658
TCGA-EB-A41B-01A-11D-A24Q-01	7	55518047	55536085	8	-0.7182
TCGA-EB-A41B-01A-11D-A24Q-01	7	55538093	158385118	48414	0.0963
TCGA-EB-A41B-01A-11D-A24Q-01	8	617667	11309669	4885	-0.7229
TCGA-EB-A41B-01A-11D-A24Q-01	8	11309849	11310012	3	-3.8172
TCGA-EB-A41B-01A-11D-A24Q-01	8	11322997	40993528	18666	-0.6925
TCGA-EB-A41B-01A-11D-A24Q-01	8	40997426	41000820	5	0.7201
TCGA-EB-A41B-01A-11D-A24Q-01	8	41001941	41456272	279	0.1261
TCGA-EB-A41B-01A-11D-A24Q-01	8	41464871	42933372	849	0.8847
TCGA-EB-A41B-01A-11D-A24Q-01	8	47460945	139070352	54174	-0.429
TCGA-EB-A41B-01A-11D-A24Q-01	8	139074512	139435410	314	-2.3673
TCGA-EB-A41B-01A-11D-A24Q-01	8	139460172	145232496	2186	-0.4464
TCGA-EB-A41B-01A-11D-A24Q-01	9	789932	16526653	9308	-0.6996
TCGA-EB-A41B-01A-11D-A24Q-01	9	16532764	16789878	211	-1.9644
TCGA-EB-A41B-01A-11D-A24Q-01	9	16794734	38747688	13743	-0.6707
TCGA-EB-A41B-01A-11D-A24Q-01	9	71039044	135515431	42360	0.0735
TCGA-EB-A41B-01A-11D-A24Q-01	9	135515498	135524764	9	-0.8048
TCGA-EB-A41B-01A-11D-A24Q-01	9	135524795	135525842	3	0.2197
TCGA-EB-A41B-01A-11D-A24Q-01	9	135528060	140938752	2275	0.4867
TCGA-EB-A41B-01A-11D-A24Q-01	10	415240	135225087	80803	0.0954
TCGA-EB-A41B-01A-11D-A24Q-01	11	456120	57462942	31309	0.0926
TCGA-EB-A41B-01A-11D-A24Q-01	11	57469172	58256006	474	1.38
TCGA-EB-A41B-01A-11D-A24Q-01	11	58262120	66096152	3328	-0.7071
TCGA-EB-A41B-01A-11D-A24Q-01	11	66100660	68249467	631	1.3654
TCGA-EB-A41B-01A-11D-A24Q-01	11	68251701	68306678	18	-0.7006
TCGA-EB-A41B-01A-11D-A24Q-01	11	68308350	71958902	1950	1.4406
TCGA-EB-A41B-01A-11D-A24Q-01	11	71959193	72092050	60	1.0996
TCGA-EB-A41B-01A-11D-A24Q-01	11	72095616	72102369	5	1.8527
TCGA-EB-A41B-01A-11D-A24Q-01	11	72115062	73795634	811	0.9271
TCGA-EB-A41B-01A-11D-A24Q-01	11	73796588	73919446	55	1.193
TCGA-EB-A41B-01A-11D-A24Q-01	11	73919764	74538405	380	0.8973
TCGA-EB-A41B-01A-11D-A24Q-01	11	74539571	74540159	2	-0.3166
TCGA-EB-A41B-01A-11D-A24Q-01	11	74541788	87890674	8159	1.1255
TCGA-EB-A41B-01A-11D-A24Q-01	11	87893775	87914976	25	0.5406
TCGA-EB-A41B-01A-11D-A24Q-01	11	87916503	95039414	4028	0.1243
TCGA-EB-A41B-01A-11D-A24Q-01	11	95053052	109805029	9060	-0.6778
TCGA-EB-A41B-01A-11D-A24Q-01	11	109806987	110169940	239	0.1463
TCGA-EB-A41B-01A-11D-A24Q-01	11	110174030	132287460	15683	-0.698
TCGA-EB-A41B-01A-11D-A24Q-01	11	132288860	132290674	3	-2.7591
TCGA-EB-A41B-01A-11D-A24Q-01	11	132291036	134142530	882	-0.7011
TCGA-EB-A41B-01A-11D-A24Q-01	12	889902	26755803	15314	0.1024
TCGA-EB-A41B-01A-11D-A24Q-01	12	26756593	26756606	2	-1.4195
TCGA-EB-A41B-01A-11D-A24Q-01	12	26756713	133161346	58557	0.0946
TCGA-EB-A41B-01A-11D-A24Q-01	13	19450806	25617343	2981	0.8801
TCGA-EB-A41B-01A-11D-A24Q-01	13	25620470	25920495	203	-0.6595
TCGA-EB-A41B-01A-11D-A24Q-01	13	25928613	32101841	4442	0.8773
TCGA-EB-A41B-01A-11D-A24Q-01	13	32106846	57660393	14833	-0.6705
TCGA-EB-A41B-01A-11D-A24Q-01	13	58051241	114987458	34077	0.8808
TCGA-EB-A41B-01A-11D-A24Q-01	14	20501368	24423582	1486	-0.6932
TCGA-EB-A41B-01A-11D-A24Q-01	14	24424044	24513917	21	-0.1646
TCGA-EB-A41B-01A-11D-A24Q-01	14	24519139	25100895	243	-0.7326
TCGA-EB-A41B-01A-11D-A24Q-01	14	25100933	25101629	2	-2.1807
TCGA-EB-A41B-01A-11D-A24Q-01	14	25101706	27840450	1810	-0.6591
TCGA-EB-A41B-01A-11D-A24Q-01	14	27840959	31374342	1823	-0.242
TCGA-EB-A41B-01A-11D-A24Q-01	14	31374753	31466131	40	-1.0702
TCGA-EB-A41B-01A-11D-A24Q-01	14	31467838	40320168	5347	-0.1255
TCGA-EB-A41B-01A-11D-A24Q-01	14	40322708	42864428	1295	-0.4074
TCGA-EB-A41B-01A-11D-A24Q-01	14	42865617	57515416	7889	-0.106
TCGA-EB-A41B-01A-11D-A24Q-01	14	57515541	60013254	1608	-0.3694
TCGA-EB-A41B-01A-11D-A24Q-01	14	60013267	73216936	7843	-0.6781
TCGA-EB-A41B-01A-11D-A24Q-01	14	73218092	73985204	427	-0.408
TCGA-EB-A41B-01A-11D-A24Q-01	14	73986914	90320646	10197	-0.7026
TCGA-EB-A41B-01A-11D-A24Q-01	14	90320818	90321331	2	-2.8688
TCGA-EB-A41B-01A-11D-A24Q-01	14	90321356	96299270	3938	-0.7054
TCGA-EB-A41B-01A-11D-A24Q-01	14	96300764	96300778	2	-2.7617
TCGA-EB-A41B-01A-11D-A24Q-01	14	96303305	96659673	292	-0.7469
TCGA-EB-A41B-01A-11D-A24Q-01	14	96660006	96664898	3	-2.5126
TCGA-EB-A41B-01A-11D-A24Q-01	14	96667545	105988038	5037	-0.7267
TCGA-EB-A41B-01A-11D-A24Q-01	15	23687685	80104175	31747	0.0937
TCGA-EB-A41B-01A-11D-A24Q-01	15	80104848	80499875	251	0.5476
TCGA-EB-A41B-01A-11D-A24Q-01	15	80500367	93253111	7561	0.0926
TCGA-EB-A41B-01A-11D-A24Q-01	15	93260550	93480860	110	0.5393
TCGA-EB-A41B-01A-11D-A24Q-01	15	93482000	101884307	4813	0.0779
TCGA-EB-A41B-01A-11D-A24Q-01	16	653459	31845697	13874	0.0894
TCGA-EB-A41B-01A-11D-A24Q-01	16	31850299	89379936	26813	-0.6932
TCGA-EB-A41B-01A-11D-A24Q-01	17	987221	5446616	1927	-0.7043
TCGA-EB-A41B-01A-11D-A24Q-01	17	5459066	5550809	61	-0.0634
TCGA-EB-A41B-01A-11D-A24Q-01	17	5554922	5556425	4	-0.6569
TCGA-EB-A41B-01A-11D-A24Q-01	17	5556453	5600862	30	0.0163
TCGA-EB-A41B-01A-11D-A24Q-01	17	5640728	5671852	14	-0.5173
TCGA-EB-A41B-01A-11D-A24Q-01	17	5672690	6288269	499	0.0149
TCGA-EB-A41B-01A-11D-A24Q-01	17	6289619	10684298	2432	-0.7134
TCGA-EB-A41B-01A-11D-A24Q-01	17	10686224	12068687	1040	0.045
TCGA-EB-A41B-01A-11D-A24Q-01	17	12069581	12072117	3	-0.7101
TCGA-EB-A41B-01A-11D-A24Q-01	17	12075692	12159419	64	0.0796
TCGA-EB-A41B-01A-11D-A24Q-01	17	12159561	13842271	1166	-0.7262
TCGA-EB-A41B-01A-11D-A24Q-01	17	13844814	13936660	82	0.6629
TCGA-EB-A41B-01A-11D-A24Q-01	17	13945658	15557740	131	-0.6852
TCGA-EB-A41B-01A-11D-A24Q-01	17	15565258	16004310	145	0.5817
TCGA-EB-A41B-01A-11D-A24Q-01	17	16004554	18855807	1220	-0.7045
TCGA-EB-A41B-01A-11D-A24Q-01	17	18858057	19205526	37	0.516
TCGA-EB-A41B-01A-11D-A24Q-01	17	19213776	25270517	763	-0.6611
TCGA-EB-A41B-01A-11D-A24Q-01	17	25270800	75173516	25021	0.2462
TCGA-EB-A41B-01A-11D-A24Q-01	17	75174296	75174736	2	-1.2676
TCGA-EB-A41B-01A-11D-A24Q-01	17	75175257	80917016	2304	0.1979
TCGA-EB-A41B-01A-11D-A24Q-01	18	329586	77109240	42615	0.1042
TCGA-EB-A41B-01A-11D-A24Q-01	19	284018	35186921	13832	0.0505
TCGA-EB-A41B-01A-11D-A24Q-01	19	35189181	35198887	2	1.3278
TCGA-EB-A41B-01A-11D-A24Q-01	19	35198908	58878226	10097	0.0494
TCGA-EB-A41B-01A-11D-A24Q-01	20	455764	62219837	37251	0.0963
TCGA-EB-A41B-01A-11D-A24Q-01	21	15347621	38824526	14898	0.0894
TCGA-EB-A41B-01A-11D-A24Q-01	21	38828322	38850267	18	-0.4474
TCGA-EB-A41B-01A-11D-A24Q-01	21	38854479	47678774	5647	0.0731
TCGA-EB-A41B-01A-11D-A24Q-01	22	17423930	18362940	561	-0.3634
TCGA-EB-A41B-01A-11D-A24Q-01	22	18363848	18610798	193	-0.7319
TCGA-EB-A41B-01A-11D-A24Q-01	22	18611629	22272229	80	-0.3826
TCGA-EB-A41B-01A-11D-A24Q-01	22	22272790	40516273	10293	-0.6936
TCGA-EB-A41B-01A-11D-A24Q-01	22	40517858	49331012	5756	0.0935
TCGA-EB-A41B-01A-11D-A24Q-01	23	3157107	154905589	63740	0.0021
TCGA-EB-A44O-01A-11D-A25P-01	1	3218610	46359579	22763	0.1545
TCGA-EB-A44O-01A-11D-A25P-01	1	46595683	46647900	25	0.8443
TCGA-EB-A44O-01A-11D-A25P-01	1	46648892	71205376	15748	0.173
TCGA-EB-A44O-01A-11D-A25P-01	1	71206086	120527361	28992	-0.5225
TCGA-EB-A44O-01A-11D-A25P-01	1	149881398	186560978	22661	0.2756
TCGA-EB-A44O-01A-11D-A25P-01	1	186561264	186566007	3	-0.9522
TCGA-EB-A44O-01A-11D-A25P-01	1	186572581	221368178	21945	0.2804
TCGA-EB-A44O-01A-11D-A25P-01	1	221368357	221372727	2	-1.4025
TCGA-EB-A44O-01A-11D-A25P-01	1	221373167	247813706	16586	0.2687
TCGA-EB-A44O-01A-11D-A25P-01	2	484222	200848896	106100	0.18
TCGA-EB-A44O-01A-11D-A25P-01	2	200850402	201055376	114	0.652
TCGA-EB-A44O-01A-11D-A25P-01	2	201059371	207800908	3864	0.1914
TCGA-EB-A44O-01A-11D-A25P-01	2	207803548	207866677	45	0.6485
TCGA-EB-A44O-01A-11D-A25P-01	2	207875188	242476062	20866	0.1822
TCGA-EB-A44O-01A-11D-A25P-01	3	2212571	197538677	106136	0.1867
TCGA-EB-A44O-01A-11D-A25P-01	4	1053934	55553046	29974	0.1808
TCGA-EB-A44O-01A-11D-A25P-01	4	55554981	69204926	7629	-0.549
TCGA-EB-A44O-01A-11D-A25P-01	4	70319480	70626208	211	0.1583
TCGA-EB-A44O-01A-11D-A25P-01	4	70630643	71260592	333	-0.533
TCGA-EB-A44O-01A-11D-A25P-01	4	71260767	188762240	64321	0.1727
TCGA-EB-A44O-01A-11D-A25P-01	5	914233	97027859	51447	-0.5356
TCGA-EB-A44O-01A-11D-A25P-01	5	97028011	97028084	3	-2.5309
TCGA-EB-A44O-01A-11D-A25P-01	5	97028429	127918878	16768	-0.5158
TCGA-EB-A44O-01A-11D-A25P-01	5	127919858	127920535	3	-2.1749
TCGA-EB-A44O-01A-11D-A25P-01	5	127922947	148784398	12195	-0.5455
TCGA-EB-A44O-01A-11D-A25P-01	5	148784439	148785449	2	-2.9775
TCGA-EB-A44O-01A-11D-A25P-01	5	148788201	175114925	17244	-0.543
TCGA-EB-A44O-01A-11D-A25P-01	5	175119433	175125487	10	-2.791
TCGA-EB-A44O-01A-11D-A25P-01	5	175128417	180360469	2133	-0.5945
TCGA-EB-A44O-01A-11D-A25P-01	6	1014281	56368864	33453	0.1871
TCGA-EB-A44O-01A-11D-A25P-01	6	56370016	56700461	169	-0.5204
TCGA-EB-A44O-01A-11D-A25P-01	6	56709981	62234537	218	0.1828
TCGA-EB-A44O-01A-11D-A25P-01	6	62236967	62409651	59	-0.5727
TCGA-EB-A44O-01A-11D-A25P-01	6	62533419	62702178	112	0.1613
TCGA-EB-A44O-01A-11D-A25P-01	6	62705308	63542625	367	-0.5277
TCGA-EB-A44O-01A-11D-A25P-01	6	63542685	63758363	105	0.2009
TCGA-EB-A44O-01A-11D-A25P-01	6	63758378	63814228	35	-0.4456
TCGA-EB-A44O-01A-11D-A25P-01	6	63816904	64032120	122	0.1833
TCGA-EB-A44O-01A-11D-A25P-01	6	64038066	66088684	965	-0.5084
TCGA-EB-A44O-01A-11D-A25P-01	6	66091251	66371333	200	0.1941
TCGA-EB-A44O-01A-11D-A25P-01	6	66379911	111563908	25351	-0.5292
TCGA-EB-A44O-01A-11D-A25P-01	6	111564032	111662102	58	-0.0452
TCGA-EB-A44O-01A-11D-A25P-01	6	111662568	170903919	34799	-0.5338
TCGA-EB-A44O-01A-11D-A25P-01	7	705284	158385118	81148	0.1817
TCGA-EB-A44O-01A-11D-A25P-01	8	617667	52448328	27119	0.1772
TCGA-EB-A44O-01A-11D-A25P-01	8	52450482	52469355	12	-0.5445
TCGA-EB-A44O-01A-11D-A25P-01	8	52496113	62290707	5971	0.1779
TCGA-EB-A44O-01A-11D-A25P-01	8	62293288	62298636	8	-0.5743
TCGA-EB-A44O-01A-11D-A25P-01	8	62301725	145232496	48221	0.1814
TCGA-EB-A44O-01A-11D-A25P-01	9	789932	11003454	6017	-0.5327
TCGA-EB-A44O-01A-11D-A25P-01	9	11003940	11020591	11	-1.4418
TCGA-EB-A44O-01A-11D-A25P-01	9	11020848	38747688	17131	-0.5254
TCGA-EB-A44O-01A-11D-A25P-01	9	71039044	90929219	13854	0.1834
TCGA-EB-A44O-01A-11D-A25P-01	9	90934987	90936225	3	-1.0715
TCGA-EB-A44O-01A-11D-A25P-01	9	90936913	103963820	8045	0.1721
TCGA-EB-A44O-01A-11D-A25P-01	9	103964447	103964650	2	-1.6429
TCGA-EB-A44O-01A-11D-A25P-01	9	103965188	109410929	3177	0.1865
TCGA-EB-A44O-01A-11D-A25P-01	9	109412031	109706064	194	-0.4989
TCGA-EB-A44O-01A-11D-A25P-01	9	109709549	110853314	926	0.2048
TCGA-EB-A44O-01A-11D-A25P-01	9	110853505	110853903	2	-1.2197
TCGA-EB-A44O-01A-11D-A25P-01	9	110853907	127113244	11429	0.1821
TCGA-EB-A44O-01A-11D-A25P-01	9	127116102	127118386	2	-1.2409
TCGA-EB-A44O-01A-11D-A25P-01	9	127119172	140938752	6936	0.1613
TCGA-EB-A44O-01A-11D-A25P-01	10	415240	56907782	32506	0.1734
TCGA-EB-A44O-01A-11D-A25P-01	10	57341325	108808373	30833	-0.5353
TCGA-EB-A44O-01A-11D-A25P-01	10	108808480	108809524	2	-3.9426
TCGA-EB-A44O-01A-11D-A25P-01	10	108809619	134199109	16791	-0.5531
TCGA-EB-A44O-01A-11D-A25P-01	10	134199587	134213897	3	-2.7427
TCGA-EB-A44O-01A-11D-A25P-01	10	134216982	135004074	193	-0.6236
TCGA-EB-A44O-01A-11D-A25P-01	10	135017319	135068724	5	-1.9954
TCGA-EB-A44O-01A-11D-A25P-01	10	135076596	135225087	51	-0.5516
TCGA-EB-A44O-01A-11D-A25P-01	11	456120	56118663	30513	0.2097
TCGA-EB-A44O-01A-11D-A25P-01	11	56122057	64333296	4260	-0.5161
TCGA-EB-A44O-01A-11D-A25P-01	11	64334114	64340117	3	-2.284
TCGA-EB-A44O-01A-11D-A25P-01	11	64346903	99069944	18864	-0.5099
TCGA-EB-A44O-01A-11D-A25P-01	11	99071081	99071177	2	-3.5563
TCGA-EB-A44O-01A-11D-A25P-01	11	99076592	99623147	356	-0.5112
TCGA-EB-A44O-01A-11D-A25P-01	11	99623422	99629959	2	-2.6948
TCGA-EB-A44O-01A-11D-A25P-01	11	99631821	113250097	8415	-0.4815
TCGA-EB-A44O-01A-11D-A25P-01	11	113250473	113253697	2	-2.5718
TCGA-EB-A44O-01A-11D-A25P-01	11	113255574	114050631	561	-0.5628
TCGA-EB-A44O-01A-11D-A25P-01	11	114051033	114051192	2	-3.9344
TCGA-EB-A44O-01A-11D-A25P-01	11	114051425	134142530	13857	-0.5245
TCGA-EB-A44O-01A-11D-A25P-01	12	889902	133161346	73777	0.1784
TCGA-EB-A44O-01A-11D-A25P-01	13	19450806	114987458	56530	0.609
TCGA-EB-A44O-01A-11D-A25P-01	14	20501368	21037348	329	-0.5289
TCGA-EB-A44O-01A-11D-A25P-01	14	21038706	21042217	2	-2.4232
TCGA-EB-A44O-01A-11D-A25P-01	14	21042962	95924197	43111	-0.5421
TCGA-EB-A44O-01A-11D-A25P-01	14	95924796	95927413	4	-2.5943
TCGA-EB-A44O-01A-11D-A25P-01	14	95928156	105988038	5640	-0.5923
TCGA-EB-A44O-01A-11D-A25P-01	15	23687685	101884307	44416	0.1774
TCGA-EB-A44O-01A-11D-A25P-01	16	653459	31850299	13862	0.1517
TCGA-EB-A44O-01A-11D-A25P-01	16	46507665	89379936	26666	-0.558
TCGA-EB-A44O-01A-11D-A25P-01	17	987221	41338648	16778	-0.5692
TCGA-EB-A44O-01A-11D-A25P-01	17	41514446	80917016	20026	0.1768
TCGA-EB-A44O-01A-11D-A25P-01	18	329586	77109240	42559	0.1785
TCGA-EB-A44O-01A-11D-A25P-01	19	284018	827049	87	0.1452
TCGA-EB-A44O-01A-11D-A25P-01	19	827975	1210938	85	-0.666
TCGA-EB-A44O-01A-11D-A25P-01	19	1271529	1283188	5	-2.137
TCGA-EB-A44O-01A-11D-A25P-01	19	1337376	4271622	761	-0.5679
TCGA-EB-A44O-01A-11D-A25P-01	19	4288205	5142817	179	0.1611
TCGA-EB-A44O-01A-11D-A25P-01	19	5147393	5777323	297	-0.5663
TCGA-EB-A44O-01A-11D-A25P-01	19	5785935	6239915	191	0.1268
TCGA-EB-A44O-01A-11D-A25P-01	19	6240821	6882430	284	0.5131
TCGA-EB-A44O-01A-11D-A25P-01	19	7112176	7304492	119	0.1253
TCGA-EB-A44O-01A-11D-A25P-01	19	7309687	7545987	68	0.5251
TCGA-EB-A44O-01A-11D-A25P-01	19	7549281	8072931	216	0.8554
TCGA-EB-A44O-01A-11D-A25P-01	19	8073464	8552273	180	0.5591
TCGA-EB-A44O-01A-11D-A25P-01	19	8553322	9005875	224	0.1242
TCGA-EB-A44O-01A-11D-A25P-01	19	9007525	9163714	100	0.5393
TCGA-EB-A44O-01A-11D-A25P-01	19	9175621	9257425	42	0.1988
TCGA-EB-A44O-01A-11D-A25P-01	19	9259416	9307694	31	0.5528
TCGA-EB-A44O-01A-11D-A25P-01	19	9317125	9404914	45	0.1275
TCGA-EB-A44O-01A-11D-A25P-01	19	9406670	10096070	353	0.521
TCGA-EB-A44O-01A-11D-A25P-01	19	10099038	10136147	24	0.0888
TCGA-EB-A44O-01A-11D-A25P-01	19	10137663	11133272	393	0.5859
TCGA-EB-A44O-01A-11D-A25P-01	19	11136259	11818283	311	0.1675
TCGA-EB-A44O-01A-11D-A25P-01	19	11820517	11915941	69	0.4956
TCGA-EB-A44O-01A-11D-A25P-01	19	12008203	12378425	171	0.891
TCGA-EB-A44O-01A-11D-A25P-01	19	12384518	12439889	35	0.5595
TCGA-EB-A44O-01A-11D-A25P-01	19	12446244	12745111	104	0.1725
TCGA-EB-A44O-01A-11D-A25P-01	19	12745288	13421550	247	-0.5263
TCGA-EB-A44O-01A-11D-A25P-01	19	13422724	13698716	172	0.0965
TCGA-EB-A44O-01A-11D-A25P-01	19	13704512	13849946	67	0.5885
TCGA-EB-A44O-01A-11D-A25P-01	19	13850298	14111725	97	0.0922
TCGA-EB-A44O-01A-11D-A25P-01	19	14115583	14145893	13	-0.5361
TCGA-EB-A44O-01A-11D-A25P-01	19	14147263	15380857	627	0.1265
TCGA-EB-A44O-01A-11D-A25P-01	19	15383516	16469707	577	-0.5844
TCGA-EB-A44O-01A-11D-A25P-01	19	16479285	17903094	611	0.134
TCGA-EB-A44O-01A-11D-A25P-01	19	17906839	19204289	523	-0.5391
TCGA-EB-A44O-01A-11D-A25P-01	19	19204935	19554246	154	0.116
TCGA-EB-A44O-01A-11D-A25P-01	19	19554803	19946091	158	-0.529
TCGA-EB-A44O-01A-11D-A25P-01	19	21248307	21507680	141	0.1261
TCGA-EB-A44O-01A-11D-A25P-01	19	21508285	21773827	118	0.5667
TCGA-EB-A44O-01A-11D-A25P-01	19	21774733	21805988	32	0.0834
TCGA-EB-A44O-01A-11D-A25P-01	19	21848238	21992120	64	0.5401
TCGA-EB-A44O-01A-11D-A25P-01	19	21996666	22503497	146	0.0987
TCGA-EB-A44O-01A-11D-A25P-01	19	22505876	22772716	104	0.8325
TCGA-EB-A44O-01A-11D-A25P-01	19	22775878	23166566	194	0.1598
